order_id,customer_id,order_date,order_total,status
O01677,C0609,2024-04-30,6028.74,Delivered
O01678,C0098,2024-02-08,18140.16,Delivered
O01679,C0113,2024-08-18,9571.02,Delivered
O01680,C0496,2024-11-20,14544.36,Delivered
O01681,C0203,2024-03-24,11979.53,Delivered
O01682,C0048,2024-02-25,16263.4,Delivered
O01683,C0554,2025-07-22,4445.7,Delivered
O01684,C0496,2024-03-22,6394.3,Delivered
O01685,C0367,2025-05-20,17810.17,Delivered
O01686,C0477,2025-08-02,8994.97,Delivered
O01687,C0243,2024-02-28,16935.16,Cancelled
O01688,C0492,2024-04-14,23355.22,Delivered
O01689,C0330,2025-03-09,12513.79,Delivered
O01690,C0217,2024-07-13,26649.05,Delivered
O01691,C0434,2025-03-10,24346.0,Delivered
O01692,C0650,2025-10-25,9911.38,Delivered
O01693,C0136,2024-03-07,5098.68,Delivered
O01694,C0599,2025-04-04,25078.11,Delivered
O01695,C0288,2025-10-11,17629.25,Delivered
O01696,C0320,2024-06-28,13286.1,Delivered
O01697,C0568,2024-03-07,3625.12,Delivered
O01698,C0318,2025-08-19,12797.86,Delivered
O01699,C0413,2025-08-26,10805.57,Delivered
O01700,C0524,2025-04-25,6544.26,Delivered
