order_item_id,order_id,product_id,quantity,discount,line_revenue
OI00672-2,O00672,P013,3,0.15,7950.11
OI00672-3,O00672,P030,1,0.2,3242.05
OI00673-1,O00673,P051,1,0.2,1169.78
OI00673-2,O00673,P015,3,0.05,3575.15
OI00673-3,O00673,P077,2,0.0,9653.52
OI00674-1,O00674,P070,3,0.05,6239.31
OI00674-2,O00674,P074,1,0.0,4511.83
OI00675-1,O00675,P024,2,0.15,6173.28
OI00675-2,O00675,P015,2,0.15,2132.55
OI00675-3,O00675,P030,3,0.1,10941.91
OI00675-4,O00675,P070,1,0.0,2189.23
OI00676-1,O00676,P071,2,0.05,5638.08
OI00677-1,O00677,P051,3,0.2,3509.35
OI00677-2,O00677,P004,3,0.05,3132.58
OI00677-3,O00677,P041,2,0.1,4822.97
OI00678-1,O00678,P018,3,0.2,2217.41
OI00679-1,O00679,P020,1,0.0,1262.86
OI00679-2,O00679,P045,1,0.15,4106.75
OI00679-3,O00679,P012,2,0.0,4238.84
OI00680-1,O00680,P068,2,0.05,2715.44
OI00680-2,O00680,P031,1,0.15,336.41
OI00680-3,O00680,P062,3,0.05,5625.42
OI00680-4,O00680,P027,1,0.1,3755.94
OI00681-1,O00681,P034,2,0.1,7333.92
OI00681-2,O00681,P008,3,0.0,14193.78
OI00682-1,O00682,P034,1,0.05,3870.68
OI00682-2,O00682,P055,2,0.1,4295.57
OI00682-3,O00682,P009,2,0.05,5876.47
OI00682-4,O00682,P003,3,0.0,14819.01
OI00683-1,O00683,P049,1,0.05,2439.95
OI00684-1,O00684,P027,2,0.1,7511.89
OI00684-2,O00684,P021,3,0.0,2295.87
OI00684-3,O00684,P061,1,0.05,4231.42
OI00684-4,O00684,P076,3,0.1,5547.39
OI00685-1,O00685,P072,2,0.0,3095.72
OI00685-2,O00685,P046,1,0.05,1294.82
OI00685-3,O00685,P064,1,0.05,1853.07
OI00685-4,O00685,P043,2,0.2,5588.51
OI00686-1,O00686,P072,1,0.15,1315.68
OI00687-1,O00687,P063,1,0.2,1132.46
OI00687-2,O00687,P029,2,0.0,5611.18
OI00688-1,O00688,P047,3,0.1,9816.39
OI00688-2,O00688,P069,2,0.15,7975.31
OI00689-1,O00689,P004,2,0.1,1978.47
OI00689-2,O00689,P079,1,0.0,1769.37
OI00689-3,O00689,P002,3,0.0,7680.06
OI00690-1,O00690,P007,1,0.1,749.56
OI00690-2,O00690,P065,2,0.15,7453.63
OI00690-3,O00690,P049,1,0.1,2311.53
OI00691-1,O00691,P031,3,0.05,1127.97
OI00691-2,O00691,P070,3,0.2,5254.15
OI00691-3,O00691,P034,2,0.0,8148.8
OI00692-1,O00692,P073,2,0.0,2527.72
OI00692-2,O00692,P065,1,0.15,3726.82
OI00692-3,O00692,P014,3,0.0,7092.63
OI00693-1,O00693,P071,1,0.15,2522.3
OI00694-1,O00694,P075,3,0.05,6471.27
OI00694-2,O00694,P011,3,0.1,12021.75
OI00695-1,O00695,P009,1,0.05,2938.24
OI00695-2,O00695,P047,3,0.2,8725.68
OI00695-3,O00695,P053,2,0.05,8250.33
OI00696-1,O00696,P051,1,0.0,1462.23
OI00696-2,O00696,P043,2,0.1,6287.08
OI00696-3,O00696,P060,3,0.2,9748.78
OI00696-4,O00696,P017,2,0.0,3641.24
OI00697-1,O00697,P018,2,0.15,1570.66
OI00697-2,O00697,P041,2,0.0,5358.86
OI00697-3,O00697,P021,1,0.0,765.29
OI00697-4,O00697,P004,2,0.2,1758.64
OI00698-1,O00698,P033,2,0.05,7146.56
OI00699-1,O00699,P010,3,0.0,8532.87
OI00699-2,O00699,P040,1,0.05,2792.84
OI00699-3,O00699,P032,3,0.1,13089.92
OI00700-1,O00700,P069,2,0.0,9382.72
OI00701-1,O00701,P077,2,0.15,8205.49
OI00701-2,O00701,P019,3,0.1,2345.79
OI00702-1,O00702,P034,1,0.1,3666.96
OI00703-1,O00703,P075,1,0.0,2270.62
OI00703-2,O00703,P064,2,0.2,3120.96
OI00703-3,O00703,P009,1,0.15,2628.95
OI00704-1,O00704,P077,3,0.0,14480.28
OI00705-1,O00705,P045,2,0.0,9662.94
OI00706-1,O00706,P049,2,0.0,5136.74
OI00707-1,O00707,P061,1,0.2,3563.3
OI00708-1,O00708,P074,1,0.05,4286.24
OI00708-2,O00708,P040,3,0.15,7496.57
OI00708-3,O00708,P044,1,0.0,4685.14
OI00708-4,O00708,P036,1,0.05,4220.23
OI00709-1,O00709,P053,2,0.0,8684.56
OI00709-2,O00709,P005,3,0.2,11573.47
OI00710-1,O00710,P057,3,0.0,14488.11
OI00710-2,O00710,P024,3,0.05,10349.32
OI00711-1,O00711,P053,1,0.05,4125.17
OI00711-2,O00711,P020,3,0.2,3030.86
OI00711-3,O00711,P019,2,0.15,1476.98
OI00711-4,O00711,P076,2,0.0,4109.18
OI00712-1,O00712,P060,3,0.0,12185.97
OI00712-2,O00712,P049,3,0.15,6549.34
OI00713-1,O00713,P057,3,0.0,14488.11
OI00713-2,O00713,P077,2,0.2,7722.82
OI00713-3,O00713,P001,2,0.0,9495.68
OI00714-1,O00714,P051,1,0.1,1316.01
OI00714-2,O00714,P049,2,0.0,5136.74
OI00714-3,O00714,P071,3,0.0,8902.23
OI00715-1,O00715,P063,1,0.15,1203.23
OI00715-2,O00715,P047,3,0.0,10907.1
OI00715-3,O00715,P038,2,0.2,5464.88
OI00715-4,O00715,P061,1,0.0,4454.13
OI00716-1,O00716,P063,1,0.2,1132.46
OI00716-2,O00716,P070,1,0.0,2189.23
OI00716-3,O00716,P026,3,0.1,11515.1
OI00716-4,O00716,P011,2,0.0,8905.0
OI00717-1,O00717,P073,3,0.0,3791.58
OI00717-2,O00717,P038,3,0.2,8197.32
OI00718-1,O00718,P005,3,0.05,13743.5
OI00718-2,O00718,P033,1,0.15,3197.15
OI00719-1,O00719,P063,3,0.0,4246.71
OI00719-2,O00719,P003,3,0.2,11855.21
OI00719-3,O00719,P056,3,0.05,12164.23
OI00719-4,O00719,P076,3,0.05,5855.58
OI00720-1,O00720,P033,2,0.05,7146.56
OI00720-2,O00720,P047,3,0.2,8725.68
OI00721-1,O00721,P071,3,0.0,8902.23
OI00721-2,O00721,P020,1,0.15,1073.43
OI00721-3,O00721,P068,3,0.15,3644.41
OI00721-4,O00721,P023,1,0.1,4050.03
OI00722-1,O00722,P044,3,0.0,14055.42
OI00722-2,O00722,P056,1,0.0,4268.15
OI00723-1,O00723,P049,1,0.15,2183.11
OI00723-2,O00723,P044,2,0.0,9370.28
OI00724-1,O00724,P076,3,0.2,4931.02
OI00725-1,O00725,P076,3,0.0,6163.77
OI00725-2,O00725,P020,3,0.05,3599.15
OI00725-3,O00725,P072,3,0.2,3714.86
OI00726-1,O00726,P030,3,0.15,10334.03
OI00726-2,O00726,P077,2,0.15,8205.49
OI00726-3,O00726,P026,1,0.1,3838.37
OI00727-1,O00727,P004,3,0.05,3132.58
OI00727-2,O00727,P056,1,0.2,3414.52
OI00727-3,O00727,P036,2,0.1,7996.23
OI00727-4,O00727,P031,1,0.2,316.62
OI00728-1,O00728,P079,2,0.05,3361.8
OI00729-1,O00729,P050,2,0.15,3420.82
OI00729-2,O00729,P015,1,0.15,1066.27
OI00729-3,O00729,P026,2,0.1,7676.73
OI00729-4,O00729,P073,2,0.2,2022.18
OI00730-1,O00730,P020,3,0.2,3030.86
OI00730-2,O00730,P063,1,0.05,1344.79
OI00731-1,O00731,P077,1,0.0,4826.76
OI00731-2,O00731,P059,2,0.15,2666.96
OI00732-1,O00732,P049,3,0.2,6164.09
OI00733-1,O00733,P076,1,0.0,2054.59
OI00734-1,O00734,P001,1,0.15,4035.66
OI00734-2,O00734,P061,2,0.0,8908.26
OI00734-3,O00734,P078,2,0.0,8768.0
OI00735-1,O00735,P035,3,0.15,8432.72
OI00735-2,O00735,P053,1,0.15,3690.94
OI00735-3,O00735,P074,2,0.2,7218.93
OI00735-4,O00735,P006,3,0.1,7487.8
OI00736-1,O00736,P075,1,0.15,1930.03
OI00737-1,O00737,P008,1,0.0,4731.26
OI00737-2,O00737,P017,2,0.0,3641.24
OI00738-1,O00738,P065,2,0.05,8330.53
OI00738-2,O00738,P060,3,0.15,10358.07
OI00738-3,O00738,P078,1,0.15,3726.4
OI00739-1,O00739,P060,1,0.05,3858.89
OI00739-2,O00739,P016,3,0.15,7585.1
OI00739-3,O00739,P043,2,0.1,6287.08
OI00740-1,O00740,P047,1,0.0,3635.7
OI00740-2,O00740,P024,3,0.05,10349.32
OI00740-3,O00740,P043,2,0.1,6287.08
OI00741-1,O00741,P057,2,0.05,9175.8
OI00742-1,O00742,P043,3,0.05,9954.54
OI00742-2,O00742,P054,1,0.05,2553.27
OI00743-1,O00743,P067,3,0.2,8992.39
OI00744-1,O00744,P003,1,0.2,3951.74
OI00745-1,O00745,P069,1,0.2,3753.09
OI00745-2,O00745,P080,1,0.0,1712.09
OI00745-3,O00745,P068,3,0.0,4287.54
OI00745-4,O00745,P042,2,0.05,1621.56
OI00746-1,O00746,P039,2,0.05,3009.37
OI00747-1,O00747,P006,3,0.15,7071.81
OI00747-2,O00747,P071,2,0.05,5638.08
OI00747-3,O00747,P010,3,0.2,6826.3
OI00748-1,O00748,P039,1,0.0,1583.88
OI00748-2,O00748,P059,2,0.0,3137.6
OI00748-3,O00748,P046,1,0.0,1362.97
OI00749-1,O00749,P066,2,0.05,3271.82
OI00749-2,O00749,P044,3,0.1,12649.88
OI00749-3,O00749,P011,2,0.05,8459.75
OI00749-4,O00749,P075,1,0.2,1816.5
OI00750-1,O00750,P066,1,0.0,1722.01
OI00751-1,O00751,P032,2,0.15,8241.8
OI00751-2,O00751,P071,3,0.2,7121.78
OI00751-3,O00751,P040,3,0.0,8819.49
OI00752-1,O00752,P019,1,0.2,695.05
OI00752-2,O00752,P073,2,0.2,2022.18
OI00753-1,O00753,P048,3,0.0,12497.16
OI00753-2,O00753,P010,2,0.05,5404.15
OI00753-3,O00753,P062,3,0.1,5329.34
OI00753-4,O00753,P071,1,0.15,2522.3
OI00754-1,O00754,P037,2,0.0,5827.44
OI00754-2,O00754,P028,3,0.0,11596.44
OI00754-3,O00754,P062,1,0.05,1875.14
OI00754-4,O00754,P006,2,0.2,4437.22
OI00755-1,O00755,P013,2,0.1,5611.84
OI00755-2,O00755,P018,1,0.05,877.72
OI00755-3,O00755,P054,2,0.15,4569.01
OI00756-1,O00756,P053,1,0.15,3690.94
OI00756-2,O00756,P024,1,0.15,3086.64
OI00757-1,O00757,P067,2,0.15,6369.61
OI00757-2,O00757,P003,3,0.0,14819.01
OI00758-1,O00758,P026,3,0.1,11515.1
OI00759-1,O00759,P057,1,0.1,4346.43
OI00760-1,O00760,P008,3,0.05,13484.09
OI00760-2,O00760,P056,3,0.0,12804.45
OI00761-1,O00761,P003,2,0.15,8397.44
OI00761-2,O00761,P015,1,0.0,1254.44
OI00762-1,O00762,P008,1,0.15,4021.57
OI00762-2,O00762,P020,1,0.0,1262.86
OI00762-3,O00762,P073,1,0.05,1200.67
OI00762-4,O00762,P022,3,0.0,4339.8
OI00763-1,O00763,P055,1,0.0,2386.43
OI00763-2,O00763,P065,3,0.0,13153.47
OI00764-1,O00764,P014,1,0.05,2246.0
OI00764-2,O00764,P024,2,0.05,6899.55
OI00765-1,O00765,P062,1,0.05,1875.14
OI00765-2,O00765,P010,3,0.0,8532.87
OI00765-3,O00765,P031,1,0.0,395.78
OI00765-4,O00765,P051,3,0.2,3509.35
OI00766-1,O00766,P044,3,0.15,11947.11
OI00767-1,O00767,P015,1,0.15,1066.27
OI00767-2,O00767,P044,3,0.0,14055.42
OI00767-3,O00767,P040,3,0.05,8378.52
OI00767-4,O00767,P025,1,0.15,2457.7
OI00768-1,O00768,P070,3,0.05,6239.31
OI00768-2,O00768,P042,2,0.2,1365.52
OI00768-3,O00768,P006,3,0.2,6655.82
OI00768-4,O00768,P045,1,0.1,4348.32
OI00769-1,O00769,P012,1,0.1,1907.48
OI00769-2,O00769,P051,1,0.15,1242.9
OI00769-3,O00769,P005,1,0.1,4340.05
OI00770-1,O00770,P071,1,0.1,2670.67
OI00770-2,O00770,P009,3,0.15,7886.84
OI00770-3,O00770,P017,1,0.0,1820.62
OI00771-1,O00771,P019,3,0.1,2345.79
OI00772-1,O00772,P048,3,0.1,11247.44
OI00772-2,O00772,P073,2,0.05,2401.33
OI00772-3,O00772,P011,3,0.0,13357.5
OI00772-4,O00772,P007,2,0.15,1415.83
OI00773-1,O00773,P010,2,0.0,5688.58
OI00773-2,O00773,P032,1,0.2,3878.5
OI00773-3,O00773,P011,3,0.0,13357.5
OI00773-4,O00773,P040,2,0.05,5585.68
OI00774-1,O00774,P066,1,0.2,1377.61
OI00774-2,O00774,P041,1,0.15,2277.52
OI00774-3,O00774,P072,1,0.0,1547.86
OI00774-4,O00774,P035,2,0.2,5291.12
OI00775-1,O00775,P019,1,0.0,868.81
OI00775-2,O00775,P028,2,0.0,7730.96
OI00776-1,O00776,P034,1,0.0,4074.4
OI00776-2,O00776,P032,3,0.1,13089.92
OI00776-3,O00776,P075,2,0.0,4541.24
OI00777-1,O00777,P059,1,0.2,1255.04
OI00777-2,O00777,P064,2,0.1,3511.08
OI00777-3,O00777,P012,3,0.0,6358.26
OI00778-1,O00778,P050,1,0.0,2012.25
OI00778-2,O00778,P011,1,0.15,3784.62
OI00778-3,O00778,P045,2,0.2,7730.35
OI00779-1,O00779,P001,2,0.2,7596.54
OI00779-2,O00779,P062,1,0.1,1776.45
OI00779-3,O00779,P005,1,0.2,3857.82
OI00779-4,O00779,P014,3,0.15,6028.74
OI00780-1,O00780,P030,3,0.0,12157.68
OI00780-2,O00780,P068,3,0.0,4287.54
OI00780-3,O00780,P054,3,0.0,8062.95
OI00780-4,O00780,P042,3,0.15,2176.3
OI00781-1,O00781,P061,1,0.0,4454.13
OI00781-2,O00781,P023,3,0.05,12825.09
OI00781-3,O00781,P011,1,0.15,3784.62
OI00782-1,O00782,P010,1,0.2,2275.43
OI00782-2,O00782,P051,3,0.15,3728.69
OI00783-1,O00783,P049,1,0.0,2568.37
OI00783-2,O00783,P006,1,0.0,2773.26
OI00783-3,O00783,P035,3,0.0,9920.85
OI00783-4,O00783,P037,3,0.1,7867.04
OI00784-1,O00784,P024,1,0.1,3268.21
OI00784-2,O00784,P038,2,0.0,6831.1
OI00785-1,O00785,P006,3,0.2,6655.82
OI00786-1,O00786,P037,3,0.0,8741.16
OI00787-1,O00787,P001,1,0.0,4747.84
OI00787-2,O00787,P013,2,0.0,6235.38
OI00787-3,O00787,P077,1,0.1,4344.08
OI00788-1,O00788,P031,1,0.15,336.41
OI00788-2,O00788,P053,1,0.0,4342.28
OI00788-3,O00788,P071,2,0.0,5934.82
OI00789-1,O00789,P008,3,0.05,13484.09
OI00790-1,O00790,P062,2,0.15,3355.51
OI00790-2,O00790,P043,3,0.0,10478.46
OI00790-3,O00790,P068,1,0.0,1429.18
OI00790-4,O00790,P076,1,0.2,1643.67
OI00791-1,O00791,P023,1,0.05,4275.03
OI00792-1,O00792,P044,3,0.0,14055.42
OI00792-2,O00792,P034,1,0.0,4074.4
OI00793-1,O00793,P042,3,0.15,2176.3
OI00793-2,O00793,P075,3,0.1,6130.67
OI00793-3,O00793,P068,1,0.0,1429.18
OI00793-4,O00793,P047,2,0.05,6907.83
OI00794-1,O00794,P053,2,0.2,6947.65
OI00794-2,O00794,P054,1,0.2,2150.12
OI00794-3,O00794,P022,3,0.0,4339.8
OI00794-4,O00794,P060,3,0.05,11576.67
OI00795-1,O00795,P035,2,0.15,5621.81
OI00795-2,O00795,P046,2,0.05,2589.64
OI00796-1,O00796,P007,2,0.0,1665.68
OI00796-2,O00796,P020,3,0.0,3788.58
OI00796-3,O00796,P010,1,0.15,2417.65
OI00797-1,O00797,P079,2,0.1,3184.87
OI00797-2,O00797,P029,2,0.2,4488.94
OI00798-1,O00798,P040,3,0.0,8819.49
OI00798-2,O00798,P020,1,0.0,1262.86
OI00798-3,O00798,P022,3,0.0,4339.8
OI00798-4,O00798,P049,1,0.1,2311.53
OI00799-1,O00799,P031,1,0.1,356.2
OI00800-1,O00800,P005,3,0.0,14466.84
OI00800-2,O00800,P069,2,0.05,8913.58
OI00800-3,O00800,P030,2,0.0,8105.12
OI00801-1,O00801,P071,1,0.0,2967.41
OI00801-2,O00801,P072,1,0.0,1547.86
OI00801-3,O00801,P076,1,0.0,2054.59
OI00802-1,O00802,P078,3,0.0,13152.0
OI00802-2,O00802,P030,1,0.0,4052.56
OI00802-3,O00802,P067,2,0.05,7118.98
OI00803-1,O00803,P058,1,0.0,3744.43
OI00803-2,O00803,P072,3,0.2,3714.86
OI00803-3,O00803,P015,2,0.0,2508.88
OI00804-1,O00804,P004,1,0.05,1044.19
OI00805-1,O00805,P049,3,0.05,7319.85
OI00805-2,O00805,P042,2,0.0,1706.9
OI00806-1,O00806,P038,3,0.1,9221.99
OI00806-2,O00806,P009,3,0.0,9278.64
OI00807-1,O00807,P010,2,0.2,4550.86
OI00807-2,O00807,P019,3,0.2,2085.14
OI00807-3,O00807,P030,2,0.15,6889.35
OI00807-4,O00807,P080,1,0.05,1626.49
OI00808-1,O00808,P033,1,0.1,3385.22
OI00808-2,O00808,P049,3,0.1,6934.6
OI00809-1,O00809,P027,1,0.0,4173.27
OI00810-1,O00810,P019,3,0.05,2476.11
OI00811-1,O00811,P032,3,0.0,14544.36
OI00812-1,O00812,P070,1,0.1,1970.31
OI00812-2,O00812,P051,2,0.15,2485.79
OI00813-1,O00813,P070,2,0.05,4159.54
OI00813-2,O00813,P023,2,0.1,8100.05
OI00813-3,O00813,P063,1,0.05,1344.79
OI00814-1,O00814,P039,2,0.2,2534.21
OI00814-2,O00814,P054,2,0.2,4300.24
OI00815-1,O00815,P012,2,0.05,4026.9
OI00815-2,O00815,P073,2,0.2,2022.18
OI00815-3,O00815,P039,2,0.2,2534.21
OI00816-1,O00816,P072,1,0.0,1547.86
OI00816-2,O00816,P030,1,0.15,3444.68
OI00817-1,O00817,P064,2,0.05,3706.14
OI00818-1,O00818,P070,3,0.15,5582.54
OI00818-2,O00818,P063,2,0.15,2406.47
OI00818-3,O00818,P046,2,0.05,2589.64
OI00819-1,O00819,P046,1,0.1,1226.67
OI00819-2,O00819,P008,3,0.1,12774.4
OI00819-3,O00819,P055,2,0.05,4534.22
OI00819-4,O00819,P022,1,0.1,1301.94
OI00820-1,O00820,P071,2,0.2,4747.86
OI00820-2,O00820,P007,1,0.0,832.84
OI00821-1,O00821,P009,3,0.0,9278.64
OI00822-1,O00822,P053,1,0.15,3690.94
OI00822-2,O00822,P070,3,0.0,6567.69
OI00822-3,O00822,P061,2,0.1,8017.43
OI00823-1,O00823,P014,2,0.15,4019.16
OI00823-2,O00823,P069,1,0.15,3987.66
OI00823-3,O00823,P063,1,0.1,1274.01
OI00824-1,O00824,P047,1,0.1,3272.13
OI00824-2,O00824,P052,1,0.15,2334.31
OI00825-1,O00825,P040,2,0.2,4703.73
OI00825-2,O00825,P033,1,0.2,3009.08
OI00825-3,O00825,P073,2,0.2,2022.18
OI00825-4,O00825,P059,1,0.0,1568.8
OI00826-1,O00826,P063,2,0.15,2406.47
OI00827-1,O00827,P004,3,0.15,2802.83
OI00827-2,O00827,P048,1,0.0,4165.72
OI00827-3,O00827,P027,1,0.2,3338.62
OI00827-4,O00827,P019,1,0.0,868.81
OI00828-1,O00828,P012,3,0.0,6358.26
OI00828-2,O00828,P007,1,0.1,749.56
OI00828-3,O00828,P014,2,0.1,4255.58
OI00829-1,O00829,P025,1,0.1,2602.27
OI00829-2,O00829,P072,2,0.1,2786.15
OI00830-1,O00830,P028,3,0.15,9856.97
OI00830-2,O00830,P021,3,0.0,2295.87
OI00830-3,O00830,P007,3,0.0,2498.52
OI00831-1,O00831,P042,1,0.05,810.78
OI00832-1,O00832,P027,3,0.0,12519.81
OI00832-2,O00832,P040,1,0.15,2498.86
OI00833-1,O00833,P030,1,0.15,3444.68
OI00833-2,O00833,P071,2,0.0,5934.82
OI00833-3,O00833,P045,3,0.1,13044.97
OI00834-1,O00834,P053,2,0.1,7816.1
OI00834-2,O00834,P054,1,0.0,2687.65
OI00835-1,O00835,P059,3,0.0,4706.4
OI00836-1,O00836,P037,1,0.05,2768.03
OI00837-1,O00837,P074,1,0.2,3609.46
OI00837-2,O00837,P034,1,0.0,4074.4
OI00838-1,O00838,P014,2,0.0,4728.42
OI00838-2,O00838,P002,1,0.0,2560.02
OI00839-1,O00839,P071,3,0.2,7121.78
OI00839-2,O00839,P007,3,0.05,2373.59
OI00840-1,O00840,P007,3,0.0,2498.52
OI00841-1,O00841,P014,1,0.2,1891.37
OI00841-2,O00841,P069,1,0.0,4691.36
OI00841-3,O00841,P012,3,0.15,5404.52
OI00841-4,O00841,P063,1,0.2,1132.46
OI00842-1,O00842,P058,3,0.1,10109.96
OI00842-2,O00842,P053,3,0.2,10421.47
OI00842-3,O00842,P004,3,0.1,2967.71
OI00843-1,O00843,P048,3,0.0,12497.16
OI00843-2,O00843,P077,3,0.15,12308.24
OI00844-1,O00844,P070,1,0.05,2079.77
OI00844-2,O00844,P055,2,0.0,4772.86
OI00844-3,O00844,P024,3,0.1,9804.62
OI00844-4,O00844,P061,1,0.0,4454.13
OI00845-1,O00845,P059,2,0.1,2823.84
OI00845-2,O00845,P007,3,0.2,1998.82
OI00845-3,O00845,P076,2,0.15,3492.8
OI00846-1,O00846,P066,2,0.1,3099.62
OI00847-1,O00847,P068,3,0.2,3430.03
OI00848-1,O00848,P077,1,0.1,4344.08
OI00848-2,O00848,P056,2,0.0,8536.3
OI00848-3,O00848,P068,3,0.0,4287.54
OI00848-4,O00848,P050,3,0.0,6036.75
OI00849-1,O00849,P050,3,0.2,4829.4
OI00849-2,O00849,P063,3,0.2,3397.37
OI00849-3,O00849,P014,3,0.15,6028.74
OI00850-1,O00850,P046,2,0.1,2453.35
OI00851-1,O00851,P050,2,0.1,3622.05
OI00851-2,O00851,P065,1,0.1,3946.04
OI00851-3,O00851,P033,1,0.05,3573.28
OI00851-4,O00851,P025,2,0.0,5782.82
OI00852-1,O00852,P054,1,0.0,2687.65
OI00852-2,O00852,P037,3,0.0,8741.16
OI00853-1,O00853,P064,1,0.1,1755.54
OI00853-2,O00853,P079,1,0.1,1592.43
OI00853-3,O00853,P010,1,0.0,2844.29
OI00853-4,O00853,P061,3,0.15,11358.03
OI00854-1,O00854,P013,2,0.05,5923.61
OI00854-2,O00854,P076,2,0.1,3698.26
OI00854-3,O00854,P014,2,0.2,3782.74
OI00855-1,O00855,P068,2,0.0,2858.36
OI00855-2,O00855,P016,3,0.1,8031.29
OI00855-3,O00855,P008,3,0.1,12774.4
OI00855-4,O00855,P038,1,0.2,2732.44
OI00856-1,O00856,P073,3,0.0,3791.58
OI00856-2,O00856,P048,1,0.0,4165.72
OI00857-1,O00857,P005,1,0.0,4822.28
OI00857-2,O00857,P039,2,0.0,3167.76
OI00857-3,O00857,P080,2,0.1,3081.76
OI00858-1,O00858,P065,3,0.05,12495.8
OI00858-2,O00858,P068,1,0.15,1214.8
OI00859-1,O00859,P038,3,0.15,8709.65
OI00859-2,O00859,P063,3,0.0,4246.71
OI00860-1,O00860,P075,1,0.0,2270.62
OI00860-2,O00860,P020,3,0.0,3788.58
OI00861-1,O00861,P076,2,0.0,4109.18
OI00861-2,O00861,P077,2,0.1,8688.17
OI00861-3,O00861,P009,3,0.2,7422.91
OI00862-1,O00862,P025,1,0.05,2746.84
OI00863-1,O00863,P022,2,0.15,2459.22
OI00864-1,O00864,P015,3,0.05,3575.15
OI00864-2,O00864,P052,2,0.0,5492.5
OI00865-1,O00865,P071,3,0.1,8012.01
OI00866-1,O00866,P043,2,0.05,6636.36
OI00866-2,O00866,P031,2,0.1,712.4
OI00866-3,O00866,P047,2,0.2,5817.12
OI00867-1,O00867,P055,3,0.0,7159.29
OI00867-2,O00867,P042,2,0.15,1450.87
OI00867-3,O00867,P036,3,0.2,10661.64
OI00868-1,O00868,P054,1,0.0,2687.65
OI00869-1,O00869,P020,2,0.15,2146.86
OI00869-2,O00869,P065,2,0.0,8768.98
OI00869-3,O00869,P062,2,0.0,3947.66
OI00869-4,O00869,P012,1,0.1,1907.48
OI00870-1,O00870,P072,1,0.0,1547.86
OI00871-1,O00871,P019,1,0.0,868.81
OI00871-2,O00871,P049,3,0.1,6934.6
OI00871-3,O00871,P005,2,0.1,8680.1
OI00871-4,O00871,P065,3,0.0,13153.47
OI00872-1,O00872,P011,3,0.05,12689.62
OI00873-1,O00873,P064,2,0.2,3120.96
OI00874-1,O00874,P034,2,0.1,7333.92
OI00874-2,O00874,P054,1,0.15,2284.5
OI00875-1,O00875,P080,3,0.15,4365.83
OI00875-2,O00875,P005,1,0.15,4098.94
OI00876-1,O00876,P061,3,0.2,10689.91
OI00876-2,O00876,P070,3,0.2,5254.15
OI00877-1,O00877,P036,2,0.2,7107.76
OI00877-2,O00877,P034,1,0.05,3870.68
OI00877-3,O00877,P013,3,0.1,8417.76
OI00877-4,O00877,P026,3,0.0,12794.55
OI00878-1,O00878,P066,3,0.2,4132.82
OI00878-2,O00878,P068,1,0.2,1143.34
OI00878-3,O00878,P054,2,0.2,4300.24
OI00879-1,O00879,P048,3,0.0,12497.16
OI00880-1,O00880,P030,1,0.0,4052.56
OI00881-1,O00881,P016,3,0.0,8923.65
OI00881-2,O00881,P027,3,0.15,10641.84
OI00881-3,O00881,P078,3,0.05,12494.4
OI00881-4,O00881,P041,1,0.2,2143.54
OI00882-1,O00882,P040,2,0.2,4703.73
OI00882-2,O00882,P048,3,0.15,10622.59
OI00883-1,O00883,P044,3,0.0,14055.42
OI00883-2,O00883,P021,1,0.0,765.29
OI00884-1,O00884,P051,3,0.0,4386.69
OI00885-1,O00885,P077,2,0.1,8688.17
OI00885-2,O00885,P002,2,0.05,4864.04
OI00886-1,O00886,P044,2,0.05,8901.77
OI00886-2,O00886,P045,1,0.0,4831.47
OI00887-1,O00887,P039,3,0.0,4751.64
OI00887-2,O00887,P004,1,0.1,989.24
OI00887-3,O00887,P014,1,0.0,2364.21
OI00887-4,O00887,P079,3,0.0,5308.11
OI00888-1,O00888,P024,2,0.2,5810.14
OI00888-2,O00888,P071,2,0.0,5934.82
OI00888-3,O00888,P010,1,0.15,2417.65
OI00889-1,O00889,P025,1,0.15,2457.7
OI00889-2,O00889,P031,1,0.05,375.99
OI00889-3,O00889,P050,1,0.05,1911.64
OI00890-1,O00890,P078,2,0.1,7891.2
OI00890-2,O00890,P044,1,0.0,4685.14
OI00890-3,O00890,P012,2,0.0,4238.84
OI00891-1,O00891,P001,1,0.05,4510.45
OI00892-1,O00892,P062,2,0.1,3552.89
OI00892-2,O00892,P015,3,0.1,3386.99
OI00892-3,O00892,P075,2,0.0,4541.24
OI00893-1,O00893,P010,1,0.0,2844.29
OI00894-1,O00894,P029,3,0.2,6733.42
OI00895-1,O00895,P035,2,0.0,6613.9
OI00895-2,O00895,P068,3,0.05,4073.16
OI00896-1,O00896,P009,1,0.0,3092.88
OI00896-2,O00896,P064,3,0.0,5851.8
OI00896-3,O00896,P045,1,0.15,4106.75
OI00896-4,O00896,P032,1,0.2,3878.5
OI00897-1,O00897,P072,1,0.15,1315.68
OI00897-2,O00897,P043,2,0.2,5588.51
OI00897-3,O00897,P067,1,0.15,3184.81
OI00897-4,O00897,P049,3,0.05,7319.85
OI00898-1,O00898,P011,2,0.1,8014.5
OI00898-2,O00898,P049,3,0.2,6164.09
OI00898-3,O00898,P032,2,0.0,9696.24
OI00898-4,O00898,P053,3,0.1,11724.16
OI00899-1,O00899,P067,1,0.2,2997.46
OI00899-2,O00899,P062,1,0.15,1677.76
OI00899-3,O00899,P073,1,0.2,1011.09
